Company_ID,Industry_Niche,Current_Gateway,Monthly_Volume_USD,Effective_Monthly_Fee_Lost_USD,Projected_24M_LTV_USD,Probability_to_Convert,Optimized_Target_CAC_USD,GTM_Target_Priority
IND-3357,IT Service Agency,Stripe,32377.66,598.21,7013.0,0.1124,236.48,Low Propensity (<40%)
IND-3358,SaaS Startup,Traditional Bank,17385.74,462.75,3765.75,0.8177,923.78,High Propensity (>75%)
IND-3359,IT Service Agency,Payoneer,34671.26,582.43,7509.79,0.1445,325.55,Low Propensity (<40%)
IND-3360,IT Service Agency,Payoneer,35403.08,658.92,7668.31,0.1251,287.79,Low Propensity (<40%)
IND-3361,SaaS Startup,PayPal,25369.58,976.65,5495.05,0.7913,1304.47,High Propensity (>75%)
IND-3362,IT Service Agency,PayPal,40910.91,1780.19,8861.3,0.7866,2091.09,High Propensity (>75%)
IND-3363,SaaS Startup,Payoneer,19061.54,545.67,4128.73,0.8143,1008.61,High Propensity (>75%)
IND-3364,SaaS Startup,PayPal,24582.01,986.07,5324.46,0.7901,1262.06,High Propensity (>75%)
IND-3365,IT Service Agency,Traditional Bank,39007.37,1928.35,8449.0,0.782,1982.14,High Propensity (>75%)
IND-3366,IT Service Agency,PayPal,30734.0,1173.07,6656.98,0.7881,1573.91,High Propensity (>75%)
IND-3367,SaaS Startup,PayPal,19251.69,850.99,4169.92,0.7966,996.53,High Propensity (>75%)
IND-3368,IT Service Agency,Traditional Bank,33517.77,1223.9,7259.95,0.7835,1706.45,High Propensity (>75%)
IND-3369,Freelance Developer,Stripe,6010.52,109.37,1301.88,0.0639,24.96,Low Propensity (<40%)
IND-3370,Freelance Developer,PayPal,4265.95,190.21,924.0,0.1127,31.24,Low Propensity (<40%)
IND-3371,Freelance Developer,PayPal,4219.18,152.89,913.87,0.1253,34.35,Low Propensity (<40%)
IND-3372,Freelance Developer,Traditional Bank,8937.51,338.91,1935.86,0.1776,103.14,Low Propensity (<40%)
IND-3373,SaaS Startup,PayPal,25638.41,916.33,5553.28,0.795,1324.46,High Propensity (>75%)
IND-3374,Freelance Developer,Traditional Bank,3478.8,147.66,753.51,0.1136,25.68,Low Propensity (<40%)
IND-3375,IT Service Agency,Traditional Bank,40709.41,2074.13,8817.66,0.6908,1827.37,Medium Propensity (40-75%)
IND-3376,IT Service Agency,PayPal,36183.5,1132.61,7837.35,0.791,1859.8,High Propensity (>75%)
IND-3377,Freelance Developer,PayPal,5783.1,259.29,1252.62,0.1055,39.65,Low Propensity (<40%)
IND-3378,SaaS Startup,PayPal,20824.05,648.33,4510.49,0.8034,1087.12,High Propensity (>75%)
IND-3379,Freelance Developer,Traditional Bank,7379.29,259.08,1598.35,0.115,55.14,Low Propensity (<40%)
IND-3380,Freelance Developer,PayPal,5691.24,189.23,1232.72,0.0844,31.21,Low Propensity (<40%)
IND-3381,Freelance Developer,Traditional Bank,4875.82,216.78,1056.1,0.1156,36.63,Low Propensity (<40%)
IND-3382,D2C E-commerce,Stripe,20210.95,319.28,4377.69,0.0591,77.62,Low Propensity (<40%)
IND-3383,SaaS Startup,PayPal,21399.71,836.42,4635.18,0.7638,1062.1,High Propensity (>75%)
IND-3384,IT Service Agency,PayPal,36214.79,1276.49,7844.12,0.7818,1839.76,High Propensity (>75%)
IND-3385,SaaS Startup,Traditional Bank,21884.14,636.3,4740.1,0.7841,1115.01,High Propensity (>75%)
IND-3386,IT Service Agency,Traditional Bank,34063.91,1553.3,7378.24,0.8031,1777.64,High Propensity (>75%)
IND-3387,Freelance Developer,Stripe,5018.45,87.69,1087.0,0.0385,12.56,Low Propensity (<40%)
IND-3388,Freelance Developer,Traditional Bank,3826.61,119.15,828.84,0.0981,24.39,Low Propensity (<40%)
IND-3389,Freelance Developer,PayPal,3497.67,122.78,757.6,0.1194,27.14,Low Propensity (<40%)
IND-3390,IT Service Agency,PayPal,25014.3,984.61,5418.1,0.7913,1286.2,High Propensity (>75%)
IND-3391,IT Service Agency,Traditional Bank,21080.17,884.86,4565.96,0.7918,1084.6,High Propensity (>75%)
IND-3392,SaaS Startup,Payoneer,14721.7,227.6,3188.72,0.1704,163.01,Low Propensity (<40%)
IND-3393,IT Service Agency,PayPal,33257.33,1149.15,7203.54,0.7869,1700.54,High Propensity (>75%)
IND-3394,Freelance Developer,Traditional Bank,5206.24,190.32,1127.67,0.1295,43.81,Low Propensity (<40%)
IND-3395,IT Service Agency,Traditional Bank,32287.03,1104.96,6993.37,0.7886,1654.49,High Propensity (>75%)
IND-3396,IT Service Agency,Traditional Bank,11442.97,548.18,2478.55,0.8069,599.98,High Propensity (>75%)
IND-3397,IT Service Agency,Payoneer,50745.86,1389.08,10991.55,0.8231,2714.14,High Propensity (>75%)
IND-3398,Freelance Developer,PayPal,7172.96,287.88,1553.66,0.1024,47.73,Low Propensity (<40%)
IND-3399,Freelance Developer,Traditional Bank,5891.52,201.13,1276.1,0.121,46.32,Low Propensity (<40%)
IND-3400,IT Service Agency,Traditional Bank,54074.91,2365.38,11712.63,0.7984,2805.41,High Propensity (>75%)
IND-3401,IT Service Agency,PayPal,25226.36,1117.02,5464.03,0.8056,1320.55,High Propensity (>75%)
IND-3402,SaaS Startup,PayPal,31325.75,1250.48,6785.16,0.7874,1602.79,High Propensity (>75%)
IND-3403,IT Service Agency,PayPal,25347.86,1081.64,5490.35,0.8027,1322.13,High Propensity (>75%)
IND-3404,Freelance Developer,Traditional Bank,5477.48,245.53,1186.42,0.1106,39.37,Low Propensity (<40%)
IND-3405,Freelance Developer,Traditional Bank,2452.33,99.42,531.17,0.0587,9.35,Low Propensity (<40%)
IND-3406,IT Service Agency,PayPal,35146.94,1249.54,7612.83,0.7872,1797.85,High Propensity (>75%)
IND-3407,IT Service Agency,Stripe,38861.66,902.17,8417.44,0.1492,376.76,Low Propensity (<40%)
IND-3408,D2C E-commerce,Traditional Bank,14226.55,445.69,3081.47,0.7619,704.33,High Propensity (>75%)
IND-3409,SaaS Startup,PayPal,24283.26,1036.82,5259.75,0.7883,1243.88,High Propensity (>75%)
IND-3410,Freelance Developer,PayPal,5198.03,223.55,1125.89,0.1167,39.42,Low Propensity (<40%)
IND-3411,IT Service Agency,PayPal,29775.85,1279.55,6449.45,0.8065,1560.44,High Propensity (>75%)
IND-3412,SaaS Startup,Traditional Bank,16599.12,621.74,3595.37,0.7954,857.93,High Propensity (>75%)
IND-3413,IT Service Agency,Payoneer,43109.14,799.28,9337.44,0.1066,298.61,Low Propensity (<40%)
IND-3414,SaaS Startup,PayPal,16077.55,509.55,3482.4,0.8139,850.3,High Propensity (>75%)
IND-3415,D2C E-commerce,PayPal,19577.01,834.23,4240.38,0.8002,1017.94,High Propensity (>75%)
IND-3416,IT Service Agency,Traditional Bank,47227.12,2317.6,10229.39,0.7896,2423.14,High Propensity (>75%)
IND-3417,IT Service Agency,Traditional Bank,18312.86,776.7,3966.57,0.8062,959.35,High Propensity (>75%)
IND-3418,IT Service Agency,Traditional Bank,46329.26,1360.27,10034.92,0.7933,2388.21,High Propensity (>75%)
IND-3419,IT Service Agency,Payoneer,55604.23,1650.22,12043.88,0.8142,2941.84,High Propensity (>75%)
IND-3420,IT Service Agency,Traditional Bank,37520.04,1894.72,8126.84,0.6991,1704.44,Medium Propensity (40-75%)
IND-3421,IT Service Agency,PayPal,40990.84,1537.46,8878.62,0.7935,2113.55,High Propensity (>75%)
IND-3422,Freelance Developer,Traditional Bank,7074.01,287.25,1532.23,0.1023,47.02,Low Propensity (<40%)
IND-3423,SaaS Startup,PayPal,18347.11,782.5,3973.98,0.8098,965.44,High Propensity (>75%)
IND-3424,IT Service Agency,PayPal,36822.8,1534.9,7975.82,0.7962,1905.1,High Propensity (>75%)
IND-3425,D2C E-commerce,Traditional Bank,8429.0,424.78,1825.72,0.1097,60.08,Low Propensity (<40%)
IND-3426,IT Service Agency,Traditional Bank,36386.35,1028.78,7881.28,0.7936,1876.37,High Propensity (>75%)
IND-3427,D2C E-commerce,Traditional Bank,17490.56,711.92,3788.46,0.8012,910.59,High Propensity (>75%)
IND-3428,IT Service Agency,PayPal,40161.63,1687.49,8699.01,0.7926,2068.45,High Propensity (>75%)
IND-3429,Freelance Developer,PayPal,7130.85,312.41,1544.54,0.1085,50.27,Low Propensity (<40%)
IND-3430,Freelance Developer,Traditional Bank,3450.4,163.0,747.36,0.1193,26.75,Low Propensity (<40%)
IND-3431,Freelance Developer,PayPal,3934.79,177.66,852.28,0.1166,29.81,Low Propensity (<40%)
IND-3432,D2C E-commerce,Traditional Bank,24477.54,937.91,5301.84,0.7924,1260.35,High Propensity (>75%)
IND-3433,IT Service Agency,Traditional Bank,33496.72,1561.72,7255.39,0.7995,1740.2,High Propensity (>75%)
IND-3434,D2C E-commerce,Traditional Bank,16000.17,585.85,3465.64,0.8069,838.93,High Propensity (>75%)
IND-3435,IT Service Agency,Payoneer,34329.9,754.8,7435.86,0.0977,217.94,Low Propensity (<40%)
IND-3436,IT Service Agency,Traditional Bank,26783.19,856.53,5801.24,0.7774,1352.96,High Propensity (>75%)
IND-3437,IT Service Agency,Traditional Bank,51235.29,2390.47,11097.56,0.8136,2708.69,High Propensity (>75%)
IND-3438,SaaS Startup,Traditional Bank,16833.79,853.11,3646.2,0.8,875.09,High Propensity (>75%)
IND-3439,IT Service Agency,Traditional Bank,23727.14,758.58,5139.3,0.7611,1173.46,High Propensity (>75%)
IND-3440,SaaS Startup,PayPal,17295.56,540.39,3746.22,0.8105,910.89,High Propensity (>75%)
IND-3441,SaaS Startup,Traditional Bank,7989.76,370.24,1730.58,0.1121,58.2,Low Propensity (<40%)
IND-3442,Freelance Developer,Traditional Bank,3697.43,153.49,800.86,0.117,28.11,Low Propensity (<40%)
IND-3443,Freelance Developer,PayPal,3063.74,139.5,663.61,0.1171,23.31,Low Propensity (<40%)
IND-3444,SaaS Startup,Traditional Bank,23704.57,761.79,5134.41,0.7611,1172.34,High Propensity (>75%)
IND-3445,IT Service Agency,Payoneer,28265.86,464.78,6122.39,0.1326,243.55,Low Propensity (<40%)
IND-3446,IT Service Agency,PayPal,43878.04,1666.49,9503.98,0.7887,2248.74,High Propensity (>75%)
IND-3447,IT Service Agency,Traditional Bank,48984.84,1359.33,10610.12,0.786,2501.86,High Propensity (>75%)
IND-3448,IT Service Agency,PayPal,42811.75,1481.5,9273.03,0.8003,2226.36,High Propensity (>75%)
IND-3449,IT Service Agency,Traditional Bank,32846.12,956.73,7114.47,0.7899,1685.92,High Propensity (>75%)
IND-3450,IT Service Agency,PayPal,36411.14,1241.02,7886.65,0.7905,1870.32,High Propensity (>75%)
IND-3451,D2C E-commerce,PayPal,7375.08,235.17,1597.44,0.0882,42.27,Low Propensity (<40%)
IND-3452,SaaS Startup,Traditional Bank,19197.32,952.83,4158.14,0.809,1009.18,High Propensity (>75%)
IND-3453,IT Service Agency,PayPal,26395.62,917.62,5717.29,0.795,1363.58,High Propensity (>75%)
IND-3454,SaaS Startup,Payoneer,24165.96,534.36,5234.35,0.134,210.42,Low Propensity (<40%)
IND-3455,IT Service Agency,Stripe,60727.52,1506.39,13153.58,0.3084,1216.97,Low Propensity (<40%)
IND-3456,SaaS Startup,PayPal,22998.93,949.99,4981.57,0.7929,1184.97,High Propensity (>75%)
IND-3457,Freelance Developer,PayPal,1017.72,40.81,220.44,0.0765,5.06,Low Propensity (<40%)
IND-3458,SaaS Startup,Traditional Bank,17832.62,778.49,3862.55,0.8117,940.57,High Propensity (>75%)
IND-3459,SaaS Startup,Traditional Bank,20734.95,961.55,4491.19,0.8105,1092.03,High Propensity (>75%)
IND-3460,D2C E-commerce,PayPal,15436.79,689.4,3343.61,0.8172,819.72,High Propensity (>75%)
IND-3461,Freelance Developer,Traditional Bank,3538.37,148.72,766.41,0.1151,26.46,Low Propensity (<40%)
IND-3462,Freelance Developer,Stripe,5490.58,134.74,1189.26,0.0942,33.61,Low Propensity (<40%)
IND-3463,SaaS Startup,Traditional Bank,12544.99,490.23,2717.24,0.8016,653.44,High Propensity (>75%)
IND-3464,Freelance Developer,Traditional Bank,3110.18,101.54,673.66,0.0435,8.79,Low Propensity (<40%)
IND-3465,IT Service Agency,Traditional Bank,41457.98,2004.87,8979.8,0.7868,2119.59,High Propensity (>75%)
IND-3466,IT Service Agency,Payoneer,24843.37,585.77,5381.07,0.1355,218.74,Low Propensity (<40%)
IND-3467,IT Service Agency,PayPal,40382.12,1823.43,8746.77,0.7842,2057.77,High Propensity (>75%)
IND-3468,SaaS Startup,PayPal,11783.22,369.64,2552.25,0.6837,523.49,Medium Propensity (40-75%)
IND-3469,SaaS Startup,Traditional Bank,30588.96,1088.79,6625.57,0.7861,1562.51,High Propensity (>75%)
IND-3470,IT Service Agency,Payoneer,27257.3,809.62,5903.93,0.7625,1350.52,High Propensity (>75%)
IND-3471,D2C E-commerce,Traditional Bank,13881.67,438.95,3006.77,0.7032,634.31,Medium Propensity (40-75%)
IND-3472,D2C E-commerce,Payoneer,16653.07,495.72,3607.05,0.8222,889.72,High Propensity (>75%)
IND-3473,Freelance Developer,PayPal,3869.3,175.72,838.09,0.1206,30.32,Low Propensity (<40%)
IND-3474,SaaS Startup,Traditional Bank,20860.44,1019.45,4518.37,0.8105,1098.64,High Propensity (>75%)
IND-3475,Freelance Developer,PayPal,6150.71,241.91,1332.24,0.1252,50.04,Low Propensity (<40%)
IND-3476,IT Service Agency,PayPal,44606.13,1818.18,9661.69,0.7895,2288.37,High Propensity (>75%)
IND-3477,Freelance Developer,Traditional Bank,6582.99,314.74,1425.88,0.1117,47.78,Low Propensity (<40%)
IND-3478,IT Service Agency,Payoneer,33281.9,905.71,7208.86,0.7947,1718.66,High Propensity (>75%)
IND-3479,Freelance Developer,PayPal,4706.74,190.72,1019.48,0.109,33.34,Low Propensity (<40%)
IND-3480,IT Service Agency,Traditional Bank,58491.09,2977.49,12669.17,0.7894,3000.31,High Propensity (>75%)
IND-3481,Freelance Developer,Traditional Bank,6899.78,302.73,1494.49,0.1159,51.96,Low Propensity (<40%)
IND-3482,D2C E-commerce,PayPal,10390.88,475.95,2250.66,0.7972,538.27,High Propensity (>75%)
IND-3483,IT Service Agency,PayPal,35999.88,1150.22,7797.57,0.7896,1847.09,High Propensity (>75%)
IND-3484,SaaS Startup,PayPal,17989.14,593.0,3896.45,0.8127,949.99,High Propensity (>75%)
IND-3485,D2C E-commerce,PayPal,14323.33,542.4,3102.43,0.7855,731.09,High Propensity (>75%)
IND-3486,SaaS Startup,PayPal,12623.03,463.1,2734.15,0.8121,666.12,High Propensity (>75%)
IND-3487,Freelance Developer,Stripe,4176.15,96.2,904.55,0.0555,15.06,Low Propensity (<40%)
IND-3488,SaaS Startup,PayPal,30869.33,1020.15,6686.3,0.7924,1589.47,High Propensity (>75%)
IND-3489,IT Service Agency,Payoneer,40790.76,1238.55,8835.28,0.7797,2066.66,High Propensity (>75%)
IND-3490,IT Service Agency,Traditional Bank,10088.39,338.35,2185.15,0.569,373.0,Medium Propensity (40-75%)
IND-3491,IT Service Agency,Traditional Bank,47167.23,1735.49,10216.42,0.8047,2466.34,High Propensity (>75%)
IND-3492,Freelance Developer,Traditional Bank,7179.26,234.67,1555.03,0.0921,42.97,Low Propensity (<40%)
IND-3493,IT Service Agency,PayPal,31407.15,1239.02,6802.79,0.7874,1606.96,High Propensity (>75%)
IND-3494,SaaS Startup,Payoneer,24303.58,398.35,5264.16,0.0628,99.18,Low Propensity (<40%)
IND-3495,SaaS Startup,Traditional Bank,14843.6,433.94,3215.12,0.7097,684.53,Medium Propensity (40-75%)
IND-3496,SaaS Startup,Traditional Bank,17178.47,765.2,3720.86,0.8094,903.5,High Propensity (>75%)
IND-3497,Freelance Developer,Payoneer,7997.09,146.53,1732.17,0.0718,37.31,Low Propensity (<40%)
IND-3498,D2C E-commerce,Traditional Bank,13641.35,428.27,2954.72,0.696,616.95,Medium Propensity (40-75%)
IND-3499,SaaS Startup,PayPal,8781.61,375.5,1902.1,0.1082,61.74,Low Propensity (<40%)
IND-3500,Freelance Developer,PayPal,4873.39,157.0,1055.58,0.0926,29.32,Low Propensity (<40%)
IND-3501,Freelance Developer,Payoneer,4842.82,105.83,1048.95,0.1795,56.49,Low Propensity (<40%)
IND-3502,SaaS Startup,Traditional Bank,27190.21,713.4,5889.4,0.7487,1322.82,Medium Propensity (40-75%)
IND-3503,D2C E-commerce,Traditional Bank,15071.68,514.83,3264.53,0.8118,795.04,High Propensity (>75%)
IND-3504,IT Service Agency,PayPal,30784.18,1260.39,6667.85,0.7914,1583.08,High Propensity (>75%)
IND-3505,IT Service Agency,Stripe,45450.56,730.83,9844.59,0.1217,359.43,Low Propensity (<40%)
IND-3506,Freelance Developer,PayPal,5241.58,231.11,1135.33,0.1214,41.35,Low Propensity (<40%)
IND-3507,SaaS Startup,Traditional Bank,15499.86,753.62,3357.27,0.8199,825.79,High Propensity (>75%)
IND-3508,Freelance Developer,PayPal,7310.0,237.51,1583.35,0.0864,41.04,Low Propensity (<40%)
IND-3509,Freelance Developer,Stripe,5387.32,138.55,1166.89,0.0954,33.4,Low Propensity (<40%)
IND-3510,IT Service Agency,Payoneer,35029.26,703.84,7587.34,0.1243,282.93,Low Propensity (<40%)
IND-3511,Freelance Developer,Stripe,5355.82,88.16,1160.07,0.0345,12.01,Low Propensity (<40%)
IND-3512,SaaS Startup,Traditional Bank,13575.99,348.69,2940.56,0.7294,643.45,Medium Propensity (40-75%)
IND-3513,SaaS Startup,Traditional Bank,16834.08,603.27,3646.26,0.8055,881.12,High Propensity (>75%)
IND-3514,Freelance Developer,PayPal,5007.17,201.05,1084.55,0.1196,38.91,Low Propensity (<40%)
IND-3515,D2C E-commerce,Payoneer,14026.68,289.47,3038.18,0.1069,97.43,Low Propensity (<40%)
IND-3516,IT Service Agency,Traditional Bank,47724.28,2263.87,10337.08,0.7647,2371.43,High Propensity (>75%)
IND-3517,SaaS Startup,Traditional Bank,21304.44,936.31,4614.54,0.8019,1110.12,High Propensity (>75%)
IND-3518,Freelance Developer,Payoneer,6709.81,139.6,1453.34,0.0945,41.2,Low Propensity (<40%)
IND-3519,Freelance Developer,Traditional Bank,5018.79,217.83,1087.07,0.1163,37.93,Low Propensity (<40%)
IND-3520,Freelance Developer,Traditional Bank,7112.58,350.51,1540.58,0.1336,61.75,Low Propensity (<40%)
IND-3521,IT Service Agency,PayPal,38975.28,1253.46,8442.05,0.7862,1991.14,High Propensity (>75%)
IND-3522,IT Service Agency,PayPal,35134.2,1243.2,7610.07,0.7872,1797.2,High Propensity (>75%)
IND-3523,IT Service Agency,Payoneer,34867.17,776.61,7552.23,0.0956,216.6,Low Propensity (<40%)
IND-3524,Freelance Developer,Traditional Bank,3091.12,118.19,669.54,0.1232,24.75,Low Propensity (<40%)
IND-3525,IT Service Agency,PayPal,40069.16,1563.98,8678.98,0.7952,2070.46,High Propensity (>75%)
IND-3526,IT Service Agency,PayPal,34597.95,1220.36,7493.92,0.7866,1768.42,High Propensity (>75%)
IND-3527,D2C E-commerce,PayPal,12490.04,506.41,2705.34,0.8016,650.58,High Propensity (>75%)
IND-3528,IT Service Agency,PayPal,46064.62,1853.6,9977.6,0.7959,2382.35,High Propensity (>75%)
IND-3529,D2C E-commerce,Traditional Bank,8748.92,353.62,1895.02,0.1264,71.86,Low Propensity (<40%)
IND-3530,Freelance Developer,Traditional Bank,4155.01,118.25,899.98,0.0992,26.78,Low Propensity (<40%)
IND-3531,Freelance Developer,Traditional Bank,7055.44,263.11,1528.21,0.1225,56.16,Low Propensity (<40%)
IND-3532,IT Service Agency,Traditional Bank,38155.23,1335.86,8264.42,0.7917,1962.88,High Propensity (>75%)
IND-3533,IT Service Agency,PayPal,34521.41,1305.22,7477.34,0.7915,1775.49,High Propensity (>75%)
IND-3534,Freelance Developer,Payoneer,5502.01,162.08,1191.74,0.0937,33.5,Low Propensity (<40%)
IND-3535,Freelance Developer,Payoneer,5358.83,120.81,1160.72,0.0919,32.0,Low Propensity (<40%)
IND-3536,Freelance Developer,Payoneer,1966.67,30.43,425.98,0.0726,9.28,Low Propensity (<40%)
IND-3537,IT Service Agency,Traditional Bank,31507.38,1150.92,6824.5,0.7829,1602.87,High Propensity (>75%)
IND-3538,Freelance Developer,PayPal,8233.04,356.63,1783.28,0.1543,82.55,Low Propensity (<40%)
IND-3539,Freelance Developer,Traditional Bank,3681.35,166.81,797.38,0.1192,28.51,Low Propensity (<40%)
IND-3540,Freelance Developer,Traditional Bank,4363.4,168.0,945.11,0.1263,35.81,Low Propensity (<40%)
IND-3541,Freelance Developer,Traditional Bank,3916.76,124.27,848.37,0.0985,25.07,Low Propensity (<40%)
IND-3542,Freelance Developer,PayPal,4825.97,183.29,1045.31,0.1255,39.36,Low Propensity (<40%)
IND-3543,Freelance Developer,Stripe,3833.75,81.52,830.39,0.0608,15.15,Low Propensity (<40%)
IND-3544,IT Service Agency,Traditional Bank,39867.42,2023.34,8635.28,0.5715,1480.52,Medium Propensity (40-75%)
IND-3545,SaaS Startup,Traditional Bank,21183.88,887.51,4588.43,0.7853,1080.99,High Propensity (>75%)
IND-3546,IT Service Agency,Payoneer,42735.48,1103.98,9256.5,0.7618,2115.48,High Propensity (>75%)
IND-3547,SaaS Startup,Traditional Bank,13694.35,526.84,2966.2,0.792,704.77,High Propensity (>75%)
IND-3548,SaaS Startup,Payoneer,17957.96,375.3,3889.69,0.0891,103.97,Low Propensity (<40%)
IND-3549,IT Service Agency,Payoneer,32742.77,904.54,7092.08,0.7886,1677.84,High Propensity (>75%)
IND-3550,IT Service Agency,Stripe,39556.47,802.92,8567.93,0.0938,241.1,Low Propensity (<40%)
IND-3551,IT Service Agency,PayPal,27067.79,1268.08,5862.88,0.81,1424.68,High Propensity (>75%)
IND-3552,Freelance Developer,PayPal,6831.31,257.47,1479.66,0.1254,55.66,Low Propensity (<40%)
IND-3553,D2C E-commerce,PayPal,20932.08,666.19,4533.89,0.8008,1089.22,High Propensity (>75%)
IND-3554,IT Service Agency,PayPal,25111.28,1029.44,5439.1,0.7928,1293.64,High Propensity (>75%)
IND-3555,D2C E-commerce,PayPal,12545.64,394.0,2717.39,0.6486,528.75,Medium Propensity (40-75%)
IND-3556,SaaS Startup,Traditional Bank,16808.41,536.14,3640.7,0.8115,886.33,High Propensity (>75%)
IND-3557,IT Service Agency,PayPal,61323.86,2215.4,13282.75,0.7801,3108.56,High Propensity (>75%)
IND-3558,IT Service Agency,PayPal,30701.0,1294.56,6649.84,0.7914,1578.8,High Propensity (>75%)
IND-3559,SaaS Startup,Payoneer,30065.75,689.72,6512.24,0.1231,240.5,Low Propensity (<40%)
IND-3560,Freelance Developer,Payoneer,2466.74,38.84,534.3,0.081,12.98,Low Propensity (<40%)
IND-3561,Freelance Developer,PayPal,3020.7,122.28,654.28,0.1239,24.32,Low Propensity (<40%)
IND-3562,IT Service Agency,Traditional Bank,28133.95,1021.34,6093.81,0.7922,1448.26,High Propensity (>75%)
IND-3563,IT Service Agency,Payoneer,26543.11,780.66,5749.24,0.7626,1315.31,High Propensity (>75%)
IND-3564,SaaS Startup,PayPal,18392.61,705.7,3983.84,0.8023,958.87,High Propensity (>75%)
IND-3565,IT Service Agency,Payoneer,27912.22,742.4,6045.79,0.7518,1363.57,High Propensity (>75%)
IND-3566,IT Service Agency,Stripe,26806.58,474.84,5806.31,0.1372,238.99,Low Propensity (<40%)
IND-3567,IT Service Agency,Traditional Bank,46584.72,2101.45,10090.25,0.7959,2409.25,High Propensity (>75%)
IND-3568,Freelance Developer,Payoneer,7447.59,199.48,1613.15,0.0841,40.7,Low Propensity (<40%)
IND-3569,D2C E-commerce,Traditional Bank,19746.48,956.2,4277.09,0.8126,1042.67,High Propensity (>75%)
IND-3570,SaaS Startup,Traditional Bank,23143.99,607.81,5012.99,0.7373,1108.82,Medium Propensity (40-75%)
IND-3571,D2C E-commerce,PayPal,15463.72,581.83,3349.44,0.7911,794.92,High Propensity (>75%)
IND-3572,IT Service Agency,Traditional Bank,30029.69,1297.68,6504.43,0.8017,1564.38,High Propensity (>75%)
IND-3573,SaaS Startup,Payoneer,14281.05,241.11,3093.28,0.1514,140.5,Low Propensity (<40%)
IND-3574,IT Service Agency,Traditional Bank,38629.96,1384.83,8367.25,0.7941,1993.33,High Propensity (>75%)
IND-3575,Freelance Developer,Traditional Bank,2652.74,132.44,574.58,0.1359,23.43,Low Propensity (<40%)
IND-3576,D2C E-commerce,PayPal,10030.4,366.05,2172.58,0.4469,291.28,Medium Propensity (40-75%)
IND-3577,Freelance Developer,Payoneer,7305.83,221.5,1582.44,0.0916,43.48,Low Propensity (<40%)
IND-3578,IT Service Agency,Stripe,54006.49,868.76,11697.81,0.1599,561.14,Low Propensity (<40%)
IND-3579,Freelance Developer,Payoneer,5786.59,151.93,1253.38,0.0902,33.92,Low Propensity (<40%)
IND-3580,IT Service Agency,PayPal,46064.57,1799.26,9977.59,0.7972,2386.24,High Propensity (>75%)
IND-3581,Freelance Developer,Traditional Bank,4508.3,171.37,976.5,0.1338,39.2,Low Propensity (<40%)
IND-3582,SaaS Startup,Traditional Bank,11973.95,604.8,2593.56,0.8011,623.31,High Propensity (>75%)
IND-3583,SaaS Startup,Traditional Bank,23673.03,682.2,5127.58,0.7654,1177.4,High Propensity (>75%)
IND-3584,SaaS Startup,PayPal,23415.74,1051.04,5071.85,0.7949,1209.48,High Propensity (>75%)
IND-3585,Freelance Developer,PayPal,5143.34,212.16,1114.05,0.1127,37.66,Low Propensity (<40%)
IND-3586,IT Service Agency,PayPal,32576.25,1131.34,7056.02,0.7833,1658.09,High Propensity (>75%)
IND-3587,Freelance Developer,Payoneer,6924.42,202.88,1499.83,0.0901,40.54,Low Propensity (<40%)
IND-3588,IT Service Agency,PayPal,25142.67,937.5,5445.9,0.7936,1296.56,High Propensity (>75%)
IND-3589,Freelance Developer,Traditional Bank,3452.44,160.42,747.8,0.1149,25.78,Low Propensity (<40%)
IND-3590,Freelance Developer,Traditional Bank,2983.79,106.62,646.29,0.1178,22.84,Low Propensity (<40%)
IND-3591,Freelance Developer,Payoneer,5169.95,146.14,1119.81,0.0984,33.06,Low Propensity (<40%)
IND-3592,SaaS Startup,Payoneer,13472.64,337.5,2918.17,0.5569,487.54,Medium Propensity (40-75%)
IND-3593,SaaS Startup,Payoneer,15894.55,278.21,3442.76,0.0874,90.27,Low Propensity (<40%)
IND-3594,IT Service Agency,Traditional Bank,27942.44,1163.68,6052.33,0.795,1443.48,High Propensity (>75%)
IND-3595,Freelance Developer,Stripe,4478.78,77.55,970.1,0.037,10.77,Low Propensity (<40%)
IND-3596,IT Service Agency,Traditional Bank,20126.26,728.8,4359.35,0.8039,1051.34,High Propensity (>75%)
IND-3597,SaaS Startup,Traditional Bank,20523.23,603.7,4445.33,0.8061,1075.01,High Propensity (>75%)
IND-3598,IT Service Agency,Stripe,47473.04,738.85,10282.66,0.1328,409.66,Low Propensity (<40%)
IND-3599,IT Service Agency,Traditional Bank,36354.91,1118.6,7874.47,0.7919,1870.74,High Propensity (>75%)
IND-3600,Freelance Developer,PayPal,8082.64,315.55,1750.7,0.1621,85.14,Low Propensity (<40%)
IND-3601,IT Service Agency,Traditional Bank,48339.98,1836.17,10470.44,0.8054,2529.87,High Propensity (>75%)
IND-3602,Freelance Developer,PayPal,6555.47,250.94,1419.91,0.1287,54.82,Low Propensity (<40%)
IND-3603,IT Service Agency,Stripe,35746.86,640.8,7742.77,0.1312,304.76,Low Propensity (<40%)
IND-3604,IT Service Agency,Traditional Bank,35225.0,1525.78,7629.73,0.804,1840.29,High Propensity (>75%)
IND-3605,SaaS Startup,PayPal,24582.8,1013.72,5324.63,0.7916,1264.49,High Propensity (>75%)
IND-3606,IT Service Agency,Traditional Bank,31083.29,1086.51,6732.64,0.793,1601.69,High Propensity (>75%)
